,emotion,plutchik,selection0,selection1,label
169,"['anxious', 'excited', 'determined']","['anxious', 'excited', 'determined']",Joey decides he would like to learn how to dance.,Terrell considered himself to be a good thief.,0
170,['none'],['none'],He misses Dale and Dale leaves the bar avoiding death!,Rick's friend was an executive with the Olympic Committee.,1
171,"['sad', 'guilty', 'none']","['sad', 'guilty', 'none']",Hank grilled the man a steak to prove his point.,"It acted strangely, freaked out and died suddenly.",1
172,"['upset', 'sad', 'angry', 'frustrated']","['upset', 'sad', 'angry', 'frustrated']",She told him she would take his ball away if he did it again.,Sarah found herself easily distracted.,0
173,"['patriotic', 'focussed', 'doubtful']","['patriotic', 'focussed', 'doubtful']",Jason passed out and the stripper took his three thousand dollars.,Tom carefully researched the candidates stances on every issue.,1
174,['none'],['none'],Shawn is out shopping one day.,He felt a rather sharp pain suddenly.,0
175,"['sad', 'wasteful', 'lost']","['sad', 'wasteful', 'lost']",He bought some house plants.,It took her years to realise that she was pursuing the wrong job.,1
176,"['relieved', 'happy', 'grateful']","['relieved', 'happy', 'grateful']",He invited his friends over to help him.,She managed to change his schedule.,1
177,"['none', 'Relief', 'happy', 'clear']","['none', 'Relief', 'happy', 'clear']",John bought glasses and could see perfectly from then on.,They showed him a website that helped him understand it.,0
178,"['none', 'belonging', 'happy', 'relaxed']","['none', 'belonging', 'happy', 'relaxed']",She goes to rallies about women's rights.,She was having a good time and feeling relaxed.,1
179,"['enlightened', 'concerned']","['enlightened', 'concerned']",I decided I needed to brush them.,Cole jumped into a puddle of mud by the entrance.,0
180,"['none', 'embarassed', 'awkward', 'self conscious', 'mean', 'jealous', 'content']","['none', 'embarassed', 'awkward', 'self conscious', 'mean', 'jealous', 'content']",Lea sat on the couch and ate lots of potato chips while watching.,Her friends didn't seem to care how bad she looked.,1
181,"['upset', 'overworked', 'none']","['upset', 'overworked', 'none']",She had fallen asleep watching TV after eating dinner.,Larry told his wife he had to work late.,1
182,"['none', 'Scared', 'calm']","['none', 'Scared', 'calm']","After a few hours, we still had not seen any exciting birds.",May Larker was a paranormal investigator.,1
183,"['proud', 'competent', 'famous']","['proud', 'competent', 'famous']","When he went to work, he had to skip the meeting.","Five Years later, Lamar was the biggest musician in the world.",1
184,"['none', 'Excited', 'happy', 'excited']","['none', 'Excited', 'happy', 'excited']",One day she turned on the radio.,John found out about an upcoming field trip.,1
185,"['none', 'worried', 'cranky']","['none', 'worried', 'cranky']",One day a huge storm blew over a tree in Tom's backyard.,When she got to class she remembered about her quiz.,0
186,"['Pleased', 'happy', 'full', 'content']","['Pleased', 'happy', 'full', 'content']",Carlos is glad he left his home.,Kenneth got very angry and stormed away.,0
187,['none'],['none'],She wants to find a way to relax and unwind.,Dave had entered a raffle at work this past weekend.,1
188,['none'],['none'],Anita owned a bakery.,My aunt lives on an island in Lake Michigan.,0
189,"['justified', 'anticipation', 'joyful', 'rebellious']","['justified', 'anticipation', 'joyful', 'rebellious']",I thought having fun was more important.,"His wife said that labor was hard, but it was worth it.",0
190,"['confused', 'amused']","['confused', 'amused']",His co-worker didn't know what was going on for a second.,I took my book bag from the desk and headed to school.,0
191,"['awful', 'confused']","['awful', 'confused']",Yet she found out that she made the worst dressed list.,Steve was a guy who enjoyed the simple pleasures of life.,0
192,['none'],['none'],She had brown hair and was fair skinned.,Tim was studying the history of America.,1
193,"['lazy', 'disgusted', 'unhealthy']","['lazy', 'disgusted', 'unhealthy']",She was tired at school.,He had become increasingly fat in his old age.,1
194,"['pleased', 'relieved', 'better']","['pleased', 'relieved', 'better']",Jerry's foot was able to stay dry for the rest of the trip.,Wearing the apron made her feel like a great chef.,0
195,"['happy', 'excited', 'frustrated', 'embarassed']","['happy', 'excited', 'frustrated', 'embarassed']","Finally, he found a map of the university.",I put perfume on this morning.,0
196,"['embarressed', 'ashamed', 'disgusted', 'none']","['embarressed', 'ashamed', 'disgusted', 'none']",I had to scrub my neck in the bathroom.,I thought Sally how to make a paper plane.,0
197,"['relief', 'anticipation', 'relieved', 'grateful']","['relief', 'anticipation', 'relieved', 'grateful']","Eventually, she found a second job at a grocery store.",THey were dreading it.,0
198,"['eager', 'Nice', 'excited']","['eager', 'Nice', 'excited']","Luckily, one of her favorite teachers had a spot open.",Barry left 20 minutes early to catch the train.,1
199,"['depressed', 'invigorated']","['depressed', 'invigorated']",Susie was about to go to work.,Gerald was short on money one day.,0
200,"['cautious', 'uneasy', 'none']","['cautious', 'uneasy', 'none']","I reached for the shelf on top of my brother, who's sleeping.",She went to the store but forgot to buy it.,0
201,"['none', 'responsible', 'prepared']","['none', 'responsible', 'prepared']",She took it to a shop to have a tune up.,"One day, a mean girl tried to bully her.",0
202,"['Scared', 'scared', 'terrified', 'sad', 'none']","['Scared', 'scared', 'terrified', 'sad', 'none']","Suddenly out of nowhere, the puppy darted out into the woods.",A man desired to be smart.,0
203,"['scared', 'joy', 'positive', 'optimistic', 'HAPPY', 'SCARED', 'none']","['scared', 'joy', 'positive', 'optimistic', 'HAPPY', 'SCARED', 'none']",They decided to go to Grandma's house.,I could not find a job.,0
204,"['understanding', 'satisfied', 'not impressed', 'sad', 'frustrated', 'determined']","['understanding', 'satisfied', 'not impressed', 'sad', 'frustrated', 'determined']",His employees didn't like him as much but respected him for that.,Anna was visiting Turkey.,0
205,"['disappointed', 'worried', 'indifferent', 'none']","['disappointed', 'worried', 'indifferent', 'none']",The computer came preloaded with Linux operation system.,Miguel's teacher gave him homework on the first day.,1
206,"['good', 'thrifty', 'satsified', 'happy']","['good', 'thrifty', 'satsified', 'happy']",I thought that I was going to have a horrible time.,I chose to buy a new pair.,1
207,"['sorry', 'sad', 'upset', 'scared', 'afraid', 'hurt', 'guilty', 'pain', 'worried', 'concerned', 'miserable', 'excited']","['sorry', 'sad', 'upset', 'scared', 'afraid', 'hurt', 'guilty', 'pain', 'worried', 'concerned', 'miserable', 'excited']",I moved to California to work for my friend's business.,Our parents took him to hospital and learned he had broken his leg.,1
208,"['daring', 'amused', 'clever', 'fearful', 'awkward', 'shocked']","['daring', 'amused', 'clever', 'fearful', 'awkward', 'shocked']",Allan has ideas.,And someone dared Jill to shave her head.,1
209,"['angry', 'anger', 'horrified']","['angry', 'anger', 'horrified']",When he picked it up he realized it had shattered into pieces.,"There was a door slam, and the car pulled off.",0
210,"['good to see', 'helpful', 'proud', 'excited', 'happy', 'intrigued']","['good to see', 'helpful', 'proud', 'excited', 'happy', 'intrigued']",Tim was walking home.,John bought it and tried it out.,1
211,"['none', 'determined', 'good', 'competitive']","['none', 'determined', 'good', 'competitive']",I was on a tour inside the forest with Maddie.,Bill spent a lot of time meeting students.,1
212,"['happy', 'energy']","['happy', 'energy']",He played with other dogs and ran around.,Until that night when she strung her shells into a necklace.,0
213,"['none', 'generous', 'as chef', 'caring', 'ACCOMPLISHED']","['none', 'generous', 'as chef', 'caring', 'ACCOMPLISHED']",Katie wanted to buy a new dress.,Her dogs ate the oatmeal for breakfast.,1
214,"['elated.', 'thrilled', 'upbeat', 'happy', 'gratified', 'Joyful', 'high on the sky']","['elated.', 'thrilled', 'upbeat', 'happy', 'gratified', 'Joyful', 'high on the sky']",It was a night they will never forget!,He is very proud that he has finally opened a coffee shop.,0
215,"['Sad', 'frustrated', 'annoyed']","['Sad', 'frustrated', 'annoyed']",She reached into her pocket to find her glasses to help her see.,Scott took it as a sign to move on to a new type of music.,1
216,"['amused', 'humorous', 'jovial', 'none', 'RELAXED']","['amused', 'humorous', 'jovial', 'none', 'RELAXED']","He tried to help them, but they told him that he couldn't get a pizza.",We joked about other little Georges if they thawed the eggs.,1
217,"['none', 'anticipation', 'disgusted', 'hopeful']","['none', 'anticipation', 'disgusted', 'hopeful']",Jen went to the grocery store one afternoon.,He applied to several other work opportunities.,1
218,"['none', 'annoyed', 'angry']","['none', 'annoyed', 'angry']",His father came out and warned him not to do it.,Gene went inside and bought his favorite foods.,0
219,"['tense', 'nervous']","['tense', 'nervous']",Sweat was pouring down my face as I hit the volleyball with my hand.,I dropped out of school.,0
220,['none'],['none'],Mary hasn't spoken to Dan since!,I bought a wallet and a hat.,1
221,"['disappointed', 'sad']","['disappointed', 'sad']",He was taken to the NICU.,But unfortunately she found no cheap ones.,1
222,"['pleased to take her daughter to the yogurt place and spend time with her.', 'content', 'happy', 'proud', 'special']","['pleased to take her daughter to the yogurt place and spend time with her.', 'content', 'happy', 'proud', 'special']",He made lots of food.,She got to pick the flavor yogurt she wanted.,1
223,"['friendly', 'accepted', 'humorous', 'silly', 'satisfied', 'amused']","['friendly', 'accepted', 'humorous', 'silly', 'satisfied', 'amused']",It was a harmless prank that his coworker also enjoyed.,I got out of debt in 2013 and started collecting again.,0
224,['none'],['none'],Samantha was playing in the snow the night before.,The mail ran a little early.,1
225,"['Angry', 'sad', 'angry', 'upset', 'depressed']","['Angry', 'sad', 'angry', 'upset', 'depressed']",It was wedding day for Bill.,The bigger kids would surround him and take his bookbag and dump it.,1
226,"['none', 'distresed', 'like a baby']","['none', 'distresed', 'like a baby']",He sobbingly agreed to listen to his mom's advice from now on.,The director panicked.,0
227,"['sad', 'badly', 'scared']","['sad', 'badly', 'scared']","One day, he could not find his bag.",He had a negative balance.,1
228,"['none', 'relaxed']","['none', 'relaxed']",She told Max that they weren't dating and that it was creepy.,Alex was on a camping trip.,1
229,"['excited', 'Excited', 'giddy', 'none']","['excited', 'Excited', 'giddy', 'none']",His mom decided to take him to a dinosaur exhibit.,My coworker once gave me a shiny gold looking penny.,0
230,"['nervous', 'sad', 'accomplished', 'competent']","['nervous', 'sad', 'accomplished', 'competent']",He prescribed an antidepressant for her.,She planned on using the dresses size as her ideal weight loss goal.,0
231,"['none', 'expectation', 'One Christmas', 'her family told her they had a surprise for her.', 'hopeful']","['none', 'expectation', 'One Christmas', 'her family told her they had a surprise for her.', 'hopeful']","One Christmas, her family told her they had a surprise for her.","After a while, the couple decided to separate.",0
232,"['none', 'angry']","['none', 'angry']",The daughter got mad.,"Suddenly, she heard her dog making a weird noise.",0
233,"['proud', 'dedicated']","['proud', 'dedicated']",Maria worked very hard to grow these vegetables.,It was because of the alcohol.,0
234,"['disgusted', 'disgust', 'sick']","['disgusted', 'disgust', 'sick']",I started to feel gross.,She decided to throw a big party.,0
235,"['anxious', 'scared']","['anxious', 'scared']",His friend suggested he try adopting a cat or two.,She was beginning to worry.,1
236,"['frustrated', '', 'annoyed', 'none']","['frustrated', '', 'annoyed', 'none']",It seemed to have run out of ink.,When they got to the lake it was pretty windy.,0
237,"['disappointed', 'sad', 'upset']","['disappointed', 'sad', 'upset']",It wasn't real though.,She sought asylum but immigration officials turned her down.,0
