,emotion,plutchik,selection0,selection1,label
107,"['pleased', 'happy', 'loved', 'fulfilled']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He looks for a pair that is high quality but not too expensive.,She took it home and played with her the rest of the day.,1
108,"['excited', 'thrilled', 'happy', 'nervous']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",It was the boy's 13th birthday.,They started riding every day.,0
109,"['upset', 'hurt', 'shocked', 'sad', 'Angry', 'Mischevious', 'funny', 'silly']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom had lost quite a bit of weight.,Lily thought it would be funny to play a prank on her aunt.,1
110,"['foolish', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",He accidentally put the papers there instead of the fax.,She could not figure out what the song was.,0
111,"['happy', 'explorative', 'excited']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I wanted to take a guy on a date.,I was a total tourist.,1
112,"['hopeful', 'happy', 'rushed', 'competent', 'in love']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Walt had solved the murder!,We got married after 3 months of dating.,1
113,"['happy', 'none', 'ecstatic', 'proud']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The next day at work his boss fired him for lying about being sick.,Betsy and Jake bought a new house.,1
114,"['Annoyance', 'none', 'exasperated', 'annoyed', 'stubborn', 'picky']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",The darkness was too frightening.,Abby would only eat the crust.,1
115,"['happy', 'satisfaction', 'fortunate']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jason was working hard.,"He also discovered a new passion at this school, theatre.",1
116,"['sympathetic', 'sad', 'upset', 'empty', 'devasted', 'mad', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Her mom cut all of her hair until it was short to the ears.,She really wanted to see her child.,0
117,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tim was grounded until he could replace it.,We went to the local photographer's studio.,1
118,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He blew all of his money.,At first she could only run a few blocks.,0
119,"['Determined', 'determined']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",She drove to the nearest shelter.,She decided to save up.,1
120,"['none', 'surprised', 'excited', 'sly']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Nita was a picky eater, but her mom found a way around it.",He saw his parents packaging up presents.,1
121,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The professor noticed her and asked if everything was alright.,Tom had a lot of pictures.,1
122,"['observant', 'aroused', 'intrigued', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Billy's dog rushes so hard towards the other dog it breaks the leash.,One day I was walking to the copier behind her.,1
123,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",A worker recommended a game to him.,I bought a wallet and a hat.,1
124,"['none', 'annoyed', 'aggravated', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",She was so upset she began to cry.,But she ran short on sugar!,1
125,"['nervous', 'proud', 'content', 'eager']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",There was a dance contest that was coming up soon.,His boss called him into her office.,1
126,"['besotted', 'happy', 'joyful', 'delight', 'happiness', 'anticipation', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","He totaled forgot about his nervousness, and focused on her.",I used to come up to people.,0
127,"['scared', 'frustrated', 'upset', 'tired', 'sadness', 'isolated', 'trapped', 'defeated', 'irritated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 1}",It took nearly thirty minutes to get him to go to sleep.,"One new Year's, Vicky resolved to build her own home.",0
128,"['none', 'afraid', 'fearful', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Miranda held onto the ropes as she slid down to the ground.,Kim and Martha went into the gypsy tent to have their futures told.,0
129,"['excited', 'hopeful', 'Determined']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Her sister didn't listen and tried to impersonate her anyway.,I wanted to go see a show in town.,1
130,"['confused', 'nervous', 'excited', 'sad', 'worried', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He saw a dog on the side of the road.,Kurt sat quietly in the meeting.,0
131,"['none', 'wanted', 'informed', 'overwhelmed', 'conflicted', 'Well Informed', 'Popular', 'responsible']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tami felt she had a number of options and detailed them all.,He enjoyed impressing humans with his speech.,0
132,"['anger', 'disgust', 'devastated', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 1}",The chef walked out of the kitchen to apologize.,Suzy broke down in tears.,1
133,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Our wives came with us.,Everyone wanted the Ferdinand touch.,0
134,"['none', 'excited', 'happy', 'anxious']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Lola wanted to impress her wedding attendees.,It would require close to $500 of work.,0
135,"['threatened', 'hurt', 'angry', 'upset', 'shocked', 'Angry', 'regretful', 'enraged']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 3, 'anticipation': 1}",Now Jasper has nice warm hands when he drives to work.,"One night at a restaurant, Tom got mad and threw a bun at Keira.",1
136,"['excited', 'thrilled']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",When he turned back around his two cats were there.,I was excited to go to college.,1
137,"['ready to conceive', 'happy', 'none', 'hopeful', 'excited', 'eager']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",We both remembered watching it as kids.,My wife and I wanted a baby.,1
138,"['competent', 'sad', 'disappointed', 'Defeated', 'happy', 'entertained', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I won tied the first game and lost the second.,Lisa got close and pulled it off.,0
139,"['satisfied', 'excited', 'anticipation']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Kaitlyn had ordered a new cell phone.,The mission was a failure.,0
140,"['afraid', 'frightened', 'shocked', 'Annoyed', 'scared', 'fear', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",And he finally got enough money to buy the ps4.,John's character started to slip.,1
141,"['embarrassed', 'sick', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",We bought hundreds of dollars of clothes.,He threw up and called it an early night.,1
142,"['sad', 'satisfied', 'determined', 'proud']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The redneck had lain the turkey on plywood in the back of his truck.,So Erin decided to replaced it.,1
143,"['terrified', 'relieved', 'scared', 'freaked out', 'surprised', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 2, 'anticipation': 1}",He misses Dale and Dale leaves the bar avoiding death!,Tim and his friends had a wonderful time.,0
144,"['tired', 'exhausted', 'amazed', 'disappointed', 'sad', 'lonely', 'indifferent']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Soon Anna was enjoying herself at work!,I didn't make it home until after 8pm.,1
145,"['eager', 'overjoyed', 'pleased', 'excited', 'joy', 'proud', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Alicia and the tattoo artist worked together to create a good design.,The shy boy showed her a wonderful time!,0
146,"['none', 'angry', 'worried', 'stressed', 'violated']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",He didn't notice when it happened overnight.,He had to travel to several stores only to find out each was out.,0
147,"['sad', 'careless', 'disappointed', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",We also got her some dresses and a crib for the doll.,"The next day, I accidentally stepped in a muddy puddle with them on.",1
148,"['eager', 'desire', 'excited', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Vick found one and practiced for months.,"Lamar wanted to be famous, and becoming famous was easy.",1
149,"['none', 'very afraid', 'disappointed', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","At practice, the other members told him he was fired.",The candle fell on the floor.,1
150,"['insecure', 'HAPPY']","{'joy': 1, 'trust': 1, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",Kay was new to using coupons when shopping.,She went to the store but forgot to buy it.,0
151,"['happy', 'ignored', 'upset', 'Anger', 'tired', 'VERY SAD']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",We continued business as usual for awhile.,She was a brat and tossed things everywhere she went.,1
152,"['resentful', 'embarrassed', 'brave', 'surprised', 'excited', 'aroused', 'none', 'disgusted', 'interested', 'rejected', 'Flattered', 'annoyed', 'amused', 'angry', 'uncomfortable']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",She politely declined and asked him to return to work.,But they didn't have any chocolate.,0
153,"['happy', 'Worn out', 'sad', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Yesterday was Matthew's birthday.,He put his link out there and advertised like crazy.,0
154,"['out of control', 'frustrated', 'overwhelmed', 'satisfied']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}","This year, Liam bowled a perfect game!",She had so much clothes that she ran out of closet space.,1
155,"['happy', 'comfortable']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Her aunt told her that she needed to wash her hands first.,Tom and Keira had been together for years.,1
156,"['anxious', 'hopeful', 'intrigued']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","However as she went to eat, her milk was sour!",Dan decided he would take his stamps to be appraised.,1
157,"['excited', 'reliable', 'anxious', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He called his uncle.,First he found a recipe for it on the internet.,1
158,"['scared', 'fear', 'inebriated', 'anger', 'offensive', 'Concerned']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}","Sure enough, he was stopped by the police.",Amanda was a mother of four who enjoyed her cigarettes.,0
159,"['relaxed', 'anxious', 'positive', 'joyful', 'happy', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They gave the attendant their tickets and climbed in their car.,My sister-in-law had just played.,0
160,"['sad', 'upset', 'down', 'in pain', 'unlucky', 'dissapointed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 2}",John's cat had a skin disorder.,Jake broke his leg in two places and cannot play football.,1
161,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He spent the entire afternoon picking apples.,Gene went inside and bought his favorite foods.,0
162,"['hopeful', 'nervous', 'excited', 'happy', 'joy', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Jordan is excited to set up her dorm.,They stuffed them all in the washing machine.,0
163,"['good', 'prepared', 'studious']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He let himself fall from his ankles and screamed.,Allie got her list for school for textbooks.,1
164,"['worried', 'anxious', 'dedicated', 'surprised', 'defeated']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",John is sleepy.,Bert knew there was nothing that could stop him from continuing.,1
165,"['scared', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I heard from my neighbor that there was a bear in the neighborhood.,It was dark by the time I headed home.,1
166,"['expectant', 'nostalgic', 'alive']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",It conjured up memories of Autumn fun - and Halloween!,"This made Kate angry, so she decided to train her cat.",0
167,"['serios and troubled', 'confused', 'HAPPY']","{'joy': 1, 'trust': 1, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 2}",He pulled his phone out of his pocket to call the phone to find it.,His friends asked Tom who his favorite musician was.,0
168,"['worried', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Bill's brother was an alcoholic.,"The day of the drawing, Dave was very nervous.",1
169,"['Tired', 'productive', 'determined']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She took pictures of her meal.,"When the sun came up, Fred shoveled the snow out of his driveway.",1
170,"['apologetic', 'ashamed', 'embarrassed', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",I scolded and grounded them.,Charlie made a mistake.,1
171,"['none', 'nervous', 'hopeful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Anna tried to catch the squirrel.,Mike wanted to propose to Krissy.,1
172,"['proud', 'relieved', 'excited', 'Disappointed', 'interested', 'happy', 'thankful', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Esther loved to hand out candy to the kids on Halloween.,She was offered a babysitting job for $40 a week.,1
173,"['devastated', 'sad', 'Sad', 'upset']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Drew just broke up with his girlfriend.,She couldn't wait to take a bath.,0
174,"['afraid', 'scared', 'fear', 'Intimidated', 'hungry']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","The bear looked at her, and Alicia immediately ran away.",When they caught me reading a book they forced me to pray all day.,0
175,"['anticipation', 'needy']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Many used items, including clothing and food, were up for sale.",He needed a refrigerator.,1
176,"['trust', 'desire']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jake had wanted to be on the radio for as long as he could remember.,"While playing, Sammy accidentally broke a vase!",0
