,sentence,label
662,She hadn't asked for permission from her mother.,3
663,Her mother found out and was very upset.,0
664,Her mother found out and was very upset.,0
665,Her mother found out and was very upset.,0
666,Her mother found out and was very upset.,2
667,Her mother found out and was very upset.,0
668,Her mother found out and was very upset.,0
669,Kate was grounded for a week as a result.,0
670,Kate was grounded for a week as a result.,2
671,Kate was grounded for a week as a result.,0
672,Kate was grounded for a week as a result.,0
673,Kate was grounded for a week as a result.,2
674,Kate was stuck in the house watching boring daytime TV for a week.,0
675,Kate was stuck in the house watching boring daytime TV for a week.,3
676,Kate was stuck in the house watching boring daytime TV for a week.,0
677,Ned had signed up his son to play tee ball.,3
678,Ned had signed up his son to play tee ball.,3
679,Ned had signed up his son to play tee ball.,3
680,The director asked Ned to help coach the team.,3
681,The director asked Ned to help coach the team.,2
682,The director asked Ned to help coach the team.,3
683,Ned agreed to help coach the team.,2
684,Ned agreed to help coach the team.,3
685,Ned agreed to help coach the team.,2
686,Ned agreed to help coach the team.,0
687,Ned agreed to help coach the team.,3
688,Ned agreed to help coach the team.,2
689,His son enjoyed having him around.,3
690,His son enjoyed having him around.,3
691,His son enjoyed having him around.,3
692,"We settled on a date, time, and place.",3
693,"We settled on a date, time, and place.",2
694,"We settled on a date, time, and place.",3
695,"We settled on a date, time, and place.",0
696,"We settled on a date, time, and place.",3
697,"We settled on a date, time, and place.",2
698,"When I got there, Bobby surprised me.",0
699,"When I got there, Bobby surprised me.",3
700,"When I got there, Bobby surprised me.",3
701,"When I got there, Bobby surprised me.",3
702,"When I got there, Bobby surprised me.",3
703,"When I got there, Bobby surprised me.",3
704,It was a party with many of our friends for my upcoming birthday.,3
705,It was a party with many of our friends for my upcoming birthday.,3
706,It was a party with many of our friends for my upcoming birthday.,2
707,It was a party with many of our friends for my upcoming birthday.,2
708,It was a party with many of our friends for my upcoming birthday.,3
709,It was a party with many of our friends for my upcoming birthday.,3
710,It was a party with many of our friends for my upcoming birthday.,3
711,It was a party with many of our friends for my upcoming birthday.,3
712,It was a party with many of our friends for my upcoming birthday.,3
713,"I never suspected a thing, but it was a great evening.",3
714,"I never suspected a thing, but it was a great evening.",3
715,"I never suspected a thing, but it was a great evening.",3
716,"I never suspected a thing, but it was a great evening.",3
717,"I never suspected a thing, but it was a great evening.",3
718,"I never suspected a thing, but it was a great evening.",3
719,She took the job because of the prospect of heroism.,3
720,She took the job because of the prospect of heroism.,2
721,She took the job because of the prospect of heroism.,3
722,"In actuality, the job mostly involved sitting around for hours on end.",0
723,"In actuality, the job mostly involved sitting around for hours on end.",0
724,But the boredom was punctuated by small bursts of exciting fear.,2
725,But the boredom was punctuated by small bursts of exciting fear.,3
726,But the boredom was punctuated by small bursts of exciting fear.,0
727,Overall Ynez was satisfied with her work.,3
728,Overall Ynez was satisfied with her work.,2
729,Overall Ynez was satisfied with her work.,2
730,Bill had just got a new job.,3
731,Bill had just got a new job.,3
732,Bill had just got a new job.,3
733,He was anxious about starting it.,0
734,He was anxious about starting it.,0
735,He was anxious about starting it.,0
736,"On his first day, he met a beautiful woman that he talked to.",3
737,"On his first day, he met a beautiful woman that he talked to.",3
738,"On his first day, he met a beautiful woman that he talked to.",3
739,She soon became his girlfriend.,3
740,She soon became his girlfriend.,3
741,She soon became his girlfriend.,3
742,She soon became his girlfriend.,3
743,She soon became his girlfriend.,3
744,She soon became his girlfriend.,3
745,"He totaled forgot about his nervousness, and focused on her.",3
746,"He totaled forgot about his nervousness, and focused on her.",3
747,"He totaled forgot about his nervousness, and focused on her.",3
748,One of my daughter's friends got married a few days ago.,3
749,One of my daughter's friends got married a few days ago.,2
750,One of my daughter's friends got married a few days ago.,3
751,One of my daughter's friends got married a few days ago.,2
752,One of my daughter's friends got married a few days ago.,3
753,One of my daughter's friends got married a few days ago.,3
754,One of her bridesmaids was depressed.,0
755,One of her bridesmaids was depressed.,0
756,One of her bridesmaids was depressed.,0
757,She had just broken up with her boyfriend.,0
758,She had just broken up with her boyfriend.,0
759,She had just broken up with her boyfriend.,0
760,She left his home and moved back in with her mom.,0
761,She left his home and moved back in with her mom.,0
762,She left his home and moved back in with her mom.,3
763,She left his home and moved back in with her mom.,0
764,She left his home and moved back in with her mom.,0
765,She left his home and moved back in with her mom.,2
766,The other bridesmaids gave her their support.,0
767,The other bridesmaids gave her their support.,0
768,The other bridesmaids gave her their support.,0
769,The other bridesmaids gave her their support.,0
770,The other bridesmaids gave her their support.,3
771,The other bridesmaids gave her their support.,0
772,The other bridesmaids gave her their support.,3
773,The other bridesmaids gave her their support.,0
774,The other bridesmaids gave her their support.,0
775,Roger was riding his bike to work like he usually does.,3
776,Roger was riding his bike to work like he usually does.,0
777,Roger was riding his bike to work like he usually does.,2
778,Roger used the bike path and followed all the traffic rules.,0
779,Roger used the bike path and followed all the traffic rules.,3
780,Roger used the bike path and followed all the traffic rules.,0
781,"A car veered close to Roger, the driver was unaware on his phone.",0
782,"A car veered close to Roger, the driver was unaware on his phone.",0
783,The car turned and struck Roger on his bike!,0
784,The car turned and struck Roger on his bike!,0
785,The car turned and struck Roger on his bike!,3
786,The car turned and struck Roger on his bike!,0
787,The car turned and struck Roger on his bike!,3
788,The car turned and struck Roger on his bike!,0
789,Roger was okay though he only got a few bruises.,0
790,Roger was okay though he only got a few bruises.,0
791,Roger was okay though he only got a few bruises.,3
792,Roger was okay though he only got a few bruises.,2
793,Roger was okay though he only got a few bruises.,0
794,Teddy had a passion.,3
795,Teddy had a passion.,3
796,Teddy had a passion.,2
797,He had a passion to change his country for better.,3
798,He had a passion to change his country for better.,2
799,He had a passion to change his country for better.,3
800,So he ran for president.,2
801,So he ran for president.,2
802,So he ran for president.,2
803,Teddy told the american people what they wanted to hear.,2
804,Teddy told the american people what they wanted to hear.,3
805,Teddy told the american people what they wanted to hear.,3
806,Teddy got elected and become the president.,3
807,Teddy got elected and become the president.,3
808,Teddy got elected and become the president.,3
809,Maria saw an elderly man with a cane struggling with a bag of garbage.,0
810,Maria saw an elderly man with a cane struggling with a bag of garbage.,0
811,Maria saw an elderly man with a cane struggling with a bag of garbage.,0
812,Maria saw an elderly man with a cane struggling with a bag of garbage.,0
813,Maria saw an elderly man with a cane struggling with a bag of garbage.,0
814,Maria saw an elderly man with a cane struggling with a bag of garbage.,2
815,He was walking it to the apartment complex's garbage dumpster.,0
816,He was walking it to the apartment complex's garbage dumpster.,0
817,He was walking it to the apartment complex's garbage dumpster.,2
818,"Maria hated the idea of a bag of trash in her car, but she felt moved.",0
819,"Maria hated the idea of a bag of trash in her car, but she felt moved.",0
820,"Maria hated the idea of a bag of trash in her car, but she felt moved.",3
821,She drove his trash to the dumpster for him.,0
822,She drove his trash to the dumpster for him.,2
